Campaign,Campaign Type,Campaign Status,Campaign Daily Budget,Bid Strategy Type,Max CPC,Networks,Location,Location Type,Language,Ad Group,Ad Group Status,Ad Group Default Max CPC,Keyword,Criterion Type,Keyword Status,Final URL,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description 1,Description 2,Description 3,Description 4,Ad Type,Ad Status,Path 1,Path 2
Search - High Intent,Search,Paused,12,Manual CPC,2.50,Google Search,Montreal (Quebec; Canada),Presence,en;fr,,,,,,,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG1 - Coliving Montreal,Enabled,2.50,,,,,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG1 - Coliving Montreal,,,coliving montreal,Exact,Enabled,https://coliville.com/en/apply,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG1 - Coliving Montreal,,,co-living montreal,Exact,Enabled,https://coliville.com/en/apply,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG1 - Coliving Montreal,,,coliving in montreal,Phrase,Enabled,https://coliville.com/en/apply,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG1 - Coliving Montreal,,,co-living spaces montreal,Phrase,Enabled,https://coliville.com/en/apply,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG1 - Coliving Montreal,,,montreal coliving,Exact,Enabled,https://coliville.com/en/apply,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG1 - Coliving Montreal,,,coliving montreal all inclusive,Phrase,Enabled,https://coliville.com/en/apply,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG1 - Coliving Montreal,,,,,,https://coliville.com/en/apply,Coliving in Montreal,Furnished Rooms From $160/wk,All-Inclusive Coliving,WiFi & Utilities Included,No Year-Long Lease Required,2 Locations Across Montreal,Apply Now - Spots Fill Fast,From C$160/Week All Included,Furnished & Ready to Move In,Coliving for Students & Pros,Near McGill & Concordia,Flexible 3-12 Month Terms,Community-Focused Living,Zero Hassle One Price,Tour Our Spaces Today,All-inclusive coliving in Montreal. Furnished rooms with WiFi & utilities included.,Flexible terms from 3 months. Move-in ready rooms for students & young professionals.,From $160/week with everything included. No surprise bills. Apply to Coliville today.,2 prime locations: Shaughnessy Village and NDG. Furnished & flexible coliving.,Responsive search ad,Enabled,coliving,montreal
Search - High Intent,,,,,,,,,,AG2 - Furnished Rooms,Enabled,2.50,,,,,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG2 - Furnished Rooms,,,furnished rooms montreal,Exact,Enabled,https://coliville.com/en/apply,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG2 - Furnished Rooms,,,furnished room for rent montreal,Exact,Enabled,https://coliville.com/en/apply,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG2 - Furnished Rooms,,,all inclusive furnished room montreal,Phrase,Enabled,https://coliville.com/en/apply,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG2 - Furnished Rooms,,,meublé montreal,Phrase,Enabled,https://coliville.com/en/apply,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG2 - Furnished Rooms,,,chambre meublée montreal,Phrase,Enabled,https://coliville.com/en/apply,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG2 - Furnished Rooms,,,furnished room all inclusive montreal,Exact,Enabled,https://coliville.com/en/apply,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG2 - Furnished Rooms,,,,,,https://coliville.com/en/apply,Furnished Rooms in Montreal,All-Inclusive From $160/wk,Move-In Ready Rooms,WiFi & Utilities Included,No Year-Long Lease Required,2 Locations Across Montreal,Apply Now - Spots Fill Fast,Fully Furnished & Equipped,Coliving for Students & Pros,Near McGill & Concordia,Flexible 3-12 Month Terms,Community-Focused Living,Zero Hassle One Price,Cleaning Included Weekly,Tour Our Spaces Today,Furnished rooms in Montreal with WiFi utilities and cleaning included. From $160/week.,All-inclusive furnished rooms for students and professionals. Flexible 3-month leases.,Move into a furnished room in Montreal today. No furniture needed. Everything is included.,2 locations: Shaughnessy Village and NDG. Furnished flexible and community-focused.,Responsive search ad,Enabled,furnished,rooms
Search - High Intent,,,,,,,,,,AG3 - Student Housing,Enabled,2.50,,,,,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG3 - Student Housing,,,student housing montreal,Exact,Enabled,https://coliville.com/en/apply,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG3 - Student Housing,,,student rooms montreal,Exact,Enabled,https://coliville.com/en/apply,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG3 - Student Housing,,,student accommodation montreal,Phrase,Enabled,https://coliville.com/en/apply,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG3 - Student Housing,,,logement étudiant montreal,Phrase,Enabled,https://coliville.com/en/apply,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG3 - Student Housing,,,student coliving montreal,Exact,Enabled,https://coliville.com/en/apply,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG3 - Student Housing,,,housing for students montreal,Phrase,Enabled,https://coliville.com/en/apply,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG3 - Student Housing,,,,,,https://coliville.com/en/apply,Student Housing Montreal,All-Inclusive From $160/wk,Near McGill & Concordia,WiFi & Utilities Included,No Year-Long Lease Required,2 Locations Across Montreal,Apply Now - Spots Fill Fast,Furnished Student Rooms,Coliving for Students & Pros,Move In Today,Flexible 3-12 Month Terms,Community-Focused Living,Zero Hassle One Price,Near UQAM & Metro,Tour Our Spaces Today,Student housing in Montreal from $160/week. Furnished rooms with WiFi and utilities.,All-inclusive student rooms near McGill Concordia and UQAM. Flexible leases from 3 months.,Move into a furnished student room today. No furniture shopping. Everything included.,2 locations near Montreal universities. Furnished flexible and student-focused.,Responsive search ad,Enabled,student,housing
Search - High Intent,,,,,,,,,,AG4 - Near Universities,Enabled,2.50,,,,,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG4 - Near Universities,,,housing near concordia,Phrase,Enabled,https://coliville.com/en/apply,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG4 - Near Universities,,,housing near mcgill,Phrase,Enabled,https://coliville.com/en/apply,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG4 - Near Universities,,,rooms near uqam,Phrase,Enabled,https://coliville.com/en/apply,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG4 - Near Universities,,,student housing downtown montreal,Phrase,Enabled,https://coliville.com/en/apply,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG4 - Near Universities,,,rooms near concordia university,Exact,Enabled,https://coliville.com/en/apply,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG4 - Near Universities,,,accommodation near mcgill university,Phrase,Enabled,https://coliville.com/en/apply,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG4 - Near Universities,,,,,,https://coliville.com/en/apply,Rooms Near Concordia,Housing Near McGill,All-Inclusive From $160/wk,WiFi & Utilities Included,No Year-Long Lease Required,2 Montreal Locations,Apply Now - Spots Fill Fast,Furnished & Ready to Move In,Steps From Campus,Near UQAM & Metro,Flexible 3-12 Month Terms,Community-Focused Living,Zero Hassle One Price,Rooms Near Universities,Tour Our Spaces Today,Furnished rooms near McGill Concordia and UQAM. All-inclusive from $160/week. Apply now.,Student housing steps from Montreal universities. WiFi utilities and cleaning included.,Live near your campus in a furnished coliving space. Flexible leases and zero hassle.,2 locations near Montreal top universities. Community-focused and fully furnished.,Responsive search ad,Enabled,near,campus
Search - High Intent,,,,,,,,,,AG5 - Flexible Lease,Enabled,2.50,,,,,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG5 - Flexible Lease,,,flexible lease montreal,Phrase,Enabled,https://coliville.com/en/apply,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG5 - Flexible Lease,,,short term rental montreal rooms,Phrase,Enabled,https://coliville.com/en/apply,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG5 - Flexible Lease,,,month to month room rental montreal,Phrase,Enabled,https://coliville.com/en/apply,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG5 - Flexible Lease,,,3 month lease montreal,Phrase,Enabled,https://coliville.com/en/apply,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG5 - Flexible Lease,,,no lease apartment montreal,Exact,Enabled,https://coliville.com/en/apply,,,,,,,,,,,,,,,,,,,,
Search - High Intent,,,,,,,,,,AG5 - Flexible Lease,,,,,,https://coliville.com/en/apply,Flexible Leases Montreal,No Year-Long Commitment,All-Inclusive From $160/wk,WiFi & Utilities Included,3-12 Month Terms Available,2 Locations Across Montreal,Apply Now - Spots Fill Fast,Furnished & Ready to Move In,Coliving for Students & Pros,Move In Today,Month to Month Options,Community-Focused Living,Zero Hassle One Price,Short Term Rooms Montreal,Tour Our Spaces Today,Flexible lease terms from 3 months in Montreal. Furnished rooms with everything included.,No year-long lease required. Move into a furnished all-inclusive room in Montreal today.,Short term and flexible room rentals in Montreal. From $160/week all inclusive. Apply now.,2 Montreal locations with flexible terms. Furnished community-focused and zero hassle.,Responsive search ad,Enabled,flexible,lease
Search - Location Specific,Search,Paused,8,Manual CPC,2.00,Google Search,Montreal (Quebec; Canada),Presence,en;fr,,,,,,,,,,,,,,,,,,,,,,,,,,
Search - Location Specific,,,,,,,,,,AG6 - Shaughnessy Village,Enabled,2.00,,,,,,,,,,,,,,,,,,,,,,,,
Search - Location Specific,,,,,,,,,,AG6 - Shaughnessy Village,,,rooms shaughnessy village,Phrase,Enabled,https://coliville.com/en/locations/gramercy,,,,,,,,,,,,,,,,,,,,
Search - Location Specific,,,,,,,,,,AG6 - Shaughnessy Village,,,coliving shaughnessy village,Phrase,Enabled,https://coliville.com/en/locations/gramercy,,,,,,,,,,,,,,,,,,,,
Search - Location Specific,,,,,,,,,,AG6 - Shaughnessy Village,,,housing guy concordia,Phrase,Enabled,https://coliville.com/en/locations/gramercy,,,,,,,,,,,,,,,,,,,,
Search - Location Specific,,,,,,,,,,AG6 - Shaughnessy Village,,,rooms near atwater market,Phrase,Enabled,https://coliville.com/en/locations/gramercy,,,,,,,,,,,,,,,,,,,,
Search - Location Specific,,,,,,,,,,AG6 - Shaughnessy Village,,,apartment shaughnessy village montreal,Exact,Enabled,https://coliville.com/en/locations/gramercy,,,,,,,,,,,,,,,,,,,,
Search - Location Specific,,,,,,,,,,AG6 - Shaughnessy Village,,,,,,https://coliville.com/en/locations/gramercy,The Gramercy - Coliving,Shaughnessy Village Rooms,All-Inclusive From $205/wk,WiFi & Utilities Included,Near Concordia University,Steps From Guy-Concordia,Apply Now - Spots Fill Fast,Furnished & Ready to Move In,Coliving for Students & Pros,Near Atwater Market,Flexible 3-12 Month Terms,Community-Focused Living,Zero Hassle One Price,Downtown Montreal Living,Tour The Gramercy Today,The Gramercy in Shaughnessy Village. Furnished coliving from $205/week. All inclusive.,Near Concordia and Guy-Concordia metro. Furnished rooms with WiFi utilities and cleaning.,Live in Shaughnessy Village. All-inclusive coliving from $205/week. Apply now.,Steps from Atwater Market and downtown Montreal. Furnished flexible and community-focused.,Responsive search ad,Enabled,gramercy,coliving
Search - Location Specific,,,,,,,,,,AG8 - NDG,Enabled,2.00,,,,,,,,,,,,,,,,,,,,,,,,
Search - Location Specific,,,,,,,,,,AG8 - NDG,,,rooms ndg montreal,Phrase,Enabled,https://coliville.com/en/locations/sherwin,,,,,,,,,,,,,,,,,,,,
Search - Location Specific,,,,,,,,,,AG8 - NDG,,,coliving ndg,Phrase,Enabled,https://coliville.com/en/locations/sherwin,,,,,,,,,,,,,,,,,,,,
Search - Location Specific,,,,,,,,,,AG8 - NDG,,,housing notre dame de grace,Phrase,Enabled,https://coliville.com/en/locations/sherwin,,,,,,,,,,,,,,,,,,,,
Search - Location Specific,,,,,,,,,,AG8 - NDG,,,rooms near vendome metro,Phrase,Enabled,https://coliville.com/en/locations/sherwin,,,,,,,,,,,,,,,,,,,,
Search - Location Specific,,,,,,,,,,AG8 - NDG,,,rooms ndg notre dame de grace,Exact,Enabled,https://coliville.com/en/locations/sherwin,,,,,,,,,,,,,,,,,,,,
Search - Location Specific,,,,,,,,,,AG8 - NDG,,,,,,https://coliville.com/en/locations/sherwin,The Sherwin - Coliving,NDG Rooms From $160/wk,Most Affordable Coliving,WiFi & Utilities Included,Near Vendome Metro,Loyola Campus Nearby,Apply Now - Spots Fill Fast,Furnished & Ready to Move In,Charming NDG Neighbourhood,Monkland Village Living,Flexible 3-12 Month Terms,Community-Focused Living,Zero Hassle One Price,Quiet Montreal Coliving,Tour The Sherwin Today,The Sherwin in NDG. Most affordable coliving from $160/week. Furnished and all inclusive.,Near Vendome metro and Loyola campus. Furnished rooms with WiFi and weekly cleaning.,Live in charming NDG. All-inclusive coliving from just $160/week. Apply now.,NDG community feel with city access. Furnished flexible and most affordable coliving.,Responsive search ad,Enabled,sherwin,coliving
